,序号,标题,最后更新,emotion_sentiment,stock,separated
7851,657,！代码倒数第一才对,2021年7月5日,0,688001,代码 倒数 第一
7852,7384,科创板001号，应该有技术含量，各位帮我推荐哪些科创板公司有技术护城河?可以替代,2019年11月12日,2,688001,科创板 号 应该 技术含量 帮 推荐 科创板 公司 技术 护城河 替代
7853,11191,这振幅和波动太大，卖出一些落袋为安,2019年7月22日,0,688001,振幅 波动 太 卖出 落袋 安
7854,844,华兴源创(688001)融资融券信息(05-13),2021年5月14日,2,688001,融资 融券 信息
7855,9779,垃圾，从来不敢平开，只会低开,2019年8月6日,0,688001,垃圾 从来 不敢 平开 只会 低开
7856,9669,板一个,2019年8月7日,0,688001,板 一个
7857,8012,力，这么有本事做空，去砸茅台啊，估计很多人叫好，高点78跌到46.5，一个多月的,2019年9月30日,0,688001,力 本事 做空 砸 茅台 估计 很多 叫好 高点 跌到 一个多月
7858,10207,特大利好，80家科创板一同中止申请！,2019年8月1日,2,688001,特大 利好 家科 创板 一同 中止 申请
7859,2969,688001:华兴源创:上海市通力律师事务所关于华兴源创发行股份及支付现金购买资产实施情况之法律意见书,2020年6月24日,2,688001,上海市 通力 律师 事务所 发行 股份 支付现金 购买 资产 实施 情况 法律 意见书
7860,5253,公司有医疗器械设备检测开盆是喜还是忧,2020年2月2日,1,688001,公司 医疗器械 设备 检测 开盆 喜 忧
7861,8373,丫的，没触碰53.7，仓位上不来啊[为什么],2019年9月9日,0,688001,丫 没触 碰 仓位 上不来
7862,11726,一一一重大制度缺陷一一一,2019年7月9日,0,688001,一一 重大 制度 缺陷 一一
7863,3404,688001:华兴源创关于发行股份及支付现金购买资产并募集配套暨关联交易资金报告书(草案)二次修订说明的公告,2020年6月3日,2,688001,发行 股份 支付现金 购买 资产 募集 配套 暨 关联 交易 资金 报告书 草案 二次 修订 说明 公告
7864,10271,上升通道已经不可逆转，拉吧,2019年7月31日,0,688001,上升 通道 已经 不可逆转 拉
7865,12580,刚才软件推算，8450中一签，跟拍祝贺者必中！,2019年6月28日,0,688001,刚才 软件 推算 中一签 拍 祝贺 必中
7866,3802,上月刚开科创，买了这两个想加仓，加哪个好,2020年5月12日,2,688001,月 刚 开科创 买 两个 想 加仓 加
7867,11753,静待科创版上市,2019年7月8日,0,688001,静待科 创版 上市
7868,10464,54.83割肉，虽亏50多万，但也很高兴！,2019年7月29日,2,688001,割肉 虽亏 多万 高兴
7869,10891,创业板是前车之鉴,2019年7月23日,0,688001,创业板 前车之鉴
7870,12928,科创板打新股的中签率估计也很够呛！,2019年6月26日,0,688001,科创板 打 新股 中签率 估计 够呛
7871,9045,华兴源创(688001)融资融券信息(08-15),2019年8月16日,2,688001,融资 融券 信息
7872,12094,超过40全部给你们。,2019年6月30日,0,688001,超过 全部
7873,323,警告，小散千万不要买文源的票，除非你想体验一下什么叫深套,2021年8月21日,0,688001,警告 小散 千万 不要 买文源 票 除非 想 体验 一下 深套
7874,13312,发行网上760万股、配售3300万股，后果吓人,2019年6月19日,0,688001,发行 网上 万股 配售 万股 后果 吓人
7875,4099,688001:华兴源创:华泰联合证券有限责任公司关于苏州华兴源创科技股份有限公司2019年度募集资金存放和使用情况专项核查报告,2020年4月15日,0,688001,华泰 联合 证券 有限责任 公司 苏州 科技股份 有限公司 年度 募集 资金 存放 使用 情况 专项 核查 报告
7876,11460,恐怖，最终也只是和主板一个熊样,2019年7月22日,0,688001,恐怖 最终 主板 一个 熊样
7877,13217,卖出少了利润多了，谁这么大方？,2019年6月20日,0,688001,卖出 少 利润 大方
7878,2688,科创板里的奇葩，长得最慢的,2020年7月9日,0,688001,科创板 里 奇葩 长得 最慢
7879,5590,快解禁了。年后再来吧,2020年1月13日,2,688001,快 解禁 年
7880,9509,头版头条开启暴涨模式。。。第二波龙一。,2019年8月8日,2,688001,头版头条 开启 暴涨 模式 第二 波龙
7881,12684,先占个位置,2019年6月27日,2,688001,先占个 位置
7882,6601,"卖了，赚了近3w,不敢玩了。祝留下的继续发财。",2019年12月10日,0,688001,卖 赚 近 不敢 玩 祝 留下 继续 发财
7883,6307,庄家压价收筹！坚定持有！,2019年12月12日,0,688001,庄家 压价 收筹 坚定 持有
7884,6472,等套吧,2019年12月11日,0,688001,套
7885,5596,华兴源创：融资净偿还626.08万元，融资余额1.07亿元（01-10）,2020年1月13日,2,688001,融资 净 偿还 万元 融资 余额 亿元
7886,11116,都要等sa纸来接盘吗,2019年7月22日,0,688001,都 纸来 接盘
7887,9303,尾盘重仓，慌的一批,2019年8月9日,1,688001,尾盘 重仓 慌 一批
7888,7265,华兴源创(688001)融资融券信息(11-20),2019年11月21日,2,688001,融资 融券 信息
7889,12101,都不去接盘，让他们拉上去自己左手倒右手！,2019年6月30日,0,688001,都 接盘 拉上去 自己 左手 倒 右手
7890,7647,688001华兴元创短线呈振荡调整走势，短线支撑位37元左右，压力位44.50元左右，有效跌破支撑位将继续展开调整，中线趋势来看，中线调整尚未结束，建议逢高出局...,2019年10月31日,0,688001,华兴 元创 短线 呈 振荡 调整 走势 短线 支撑位 元 左右 压力 位 元 左右 有效 跌破 支撑位 继续 展开 调整 中线 趋势 来看 中线 调整 尚未 结束 建议 逢 高 出局
7891,7288,此股一米多高,2019年11月19日,0,688001,此股 一米 多高
7892,12659,中信建投6465 15，华泰证券配号还没出来。希望中签。,2019年6月27日,0,688001,中信 建投 华泰 证券 配号 没 希望 中签
7893,6811,华兴源创 波浪结构,2019年12月9日,2,688001,波浪 结构
7894,8748,不要辜负了科创板001,2019年8月25日,0,688001,不要 辜负 科 创板
7895,2149,688001:华兴源创监事会关于公司2020年限制性股票激励计划激励对象名单的公示情况说明及核查意见,2020年9月18日,0,688001,监事会 公司 年 限制性 股票 激励 计划 激励 对象 名单 公示 情况 说明 核查 意见
7896,470,1.8亿左右的机构资金占流通市值8％成本也在此位置，怎么不动呢？睡了吧，猪。,2021年7月29日,0,688001,亿左右 机构 资金 占 流通 市值 成本 位置 不动 睡 猪
7897,6666,牛逼一字板来五个我就服你！,2019年12月10日,0,688001,牛 逼 一字板 五个 服
7898,9223,为明天建仓！,2019年8月12日,2,688001,明天 建仓
7899,8549,无语,2019年8月30日,0,688001,语
7900,10850,龙头拿稳了,2019年7月24日,0,688001,龙头 拿稳
7901,7008,刚出道就开始行骗了哈哈，看看能不能得手。,2019年12月7日,0,688001,刚出道 开始 行骗 看看 不能 得手
7902,551,明天开盘买进,2021年7月22日,2,688001,明天 开盘 买进
7903,7111,下跌下跌还是下跌！！！！,2019年12月3日,0,688001,下跌 下跌 下跌
7904,2241,688001:华兴源创2020年限制性股票激励计划(草案),2020年9月2日,2,688001,年 限制性 股票 激励 计划 草案
7905,11639,A股将打破中签就赚钱的先例,2019年7月16日,0,688001,股 打破 中签 赚钱 先例
7906,12775,科创板第一股华兴源创今日申购,2019年6月27日,2,688001,科创板 第一股 今日 申购
7907,10406,总要回归理智的！,2019年7月30日,2,688001,总 回归 理智
7908,6159,已经破位，速度出，尾盘回升是为了收筹码明天砸！,2019年12月13日,0,688001,已经 破位 速度 出 尾盘 回升 收 筹码 明天 砸
7909,5630,求砸盘！好多买点吃,2020年1月9日,2,688001,求 砸 盘 好多 买点 吃
7910,8208,垃圾001,2019年9月19日,0,688001,垃圾
7911,12377,我开了科创板，只申购(卖出)不在二级市场炒作。因为大部分筹码开盘前就直接分配给了,2019年6月28日,0,688001,我开 科 创板 申购 卖出 二级市场 炒作 大部分 筹码 开盘 前 直接 分配
7912,2902,盼望有一天像688019,2020年6月30日,2,688001,盼望 一天
7913,9375,这个何德何能占据001,2019年8月9日,0,688001,何德何能 占据
7914,6944,等于3.5亿买了一个公司,2019年12月9日,1,688001,等于 亿买 一个 公司
7915,8875,险企调研助力A股企业发展，这只科创板唯一企业表现如何？,2019年8月21日,0,688001,险企 调研 助力 股 企业 发展 只科 创板 唯一 企业 表现
7916,8723,小户威猛，敢跟超大户抢筹,2019年8月26日,0,688001,小户 威猛 敢 超 大户 抢筹
7917,11181,40元以下接盘,2019年7月22日,2,688001,元 以下 接盘
7918,6828,芯片产品的订单持续火爆，晶圆厂产能或紧张一年,2019年12月9日,2,688001,芯片 产品 订单 持续 火爆 晶圆厂 产能 紧张 一年
7919,7502,中国石油了解一下,2019年11月8日,2,688001,中国 石油 了解 一下
7920,12290,老铁们，科创板怎么炒大家聊聊呗,2019年6月28日,0,688001,老铁们 科创板 炒 大家 聊聊
7921,8209,抛了，我又买了,2019年9月19日,2,688001,抛 买
7922,592,关注！准备建仓！目标30至40点！,2021年7月21日,2,688001,关注 准备 建仓 目标 点
7923,7289,华兴源创：融资净买入112.44万元，融资余额5583.93万元（11-18）,2019年11月19日,2,688001,融资 净 买入 万元 融资 余额 万元
7924,6926,庄家振仓！收筹！持有！,2019年12月9日,0,688001,庄家 振仓 收筹 持有
7925,11426,40%,2019年7月22日,2,688001,
7926,12818,今起打新！华兴源创路演火爆3小时被问130问题,2019年6月27日,2,688001,今起 打 新 路演 火爆 小时 问 问题
7927,434,垃圾,2021年8月6日,0,688001,垃圾
7928,1573,华兴源创：主力资金净流入1019.59万元，净占比15.88%（12-10）,2020年12月11日,2,688001,主力 资金 净流入 万元 净 占
7929,11910,每天跟着霸主吃肉！感谢！[赞][赞][献花][献花][大笑][大笑],2019年7月3日,2,688001,每天 跟着 霸主 吃 肉 感谢 赞 赞 献花 献花 大笑 大笑
7930,3891,美国和华为合作5G,2020年5月7日,2,688001,美国 华为 合作
7931,6181,朋友们可以关注688006和688399；,2019年12月13日,2,688001,朋友 关注
7932,9237,61.6追进，哈哈。,2019年8月12日,2,688001,追进
7933,2756,华兴分析：1.华兴不是正宗芯片股，只是低附加值的检测。2.华兴虽为科创板第一股，,2020年7月7日,0,688001,华兴 分析 华兴 正宗 芯片 低 附加值 检测 华兴 虽为科 创板 第一股
7934,9882,科创板目前属于半山腰，001目标120-140，下周会加速,2019年8月3日,2,688001,科创板 目前 属于 半山腰 目标 下周 会 加速
7935,4720,华兴源创(688001)融资融券信息(02-28),20209 07:59,2,688001,融资 融券 信息
7936,9016,就是不想红,2019年8月16日,0,688001,不想 红
7937,5488,掐指一算，今日涨停！,2020年1月17日,2,688001,掐指一算 今日 涨停
7938,8752,还没到六十亿早呢,2019年8月24日,0,688001,没到 六十 亿早
7939,3307,哪里来哪里出,2020年6月10日,0,688001,出
7940,10282,每次下跌都是小散的福音，,2019年7月31日,2,688001,每次 下跌 都 小散 福音
7941,7868,量能突破一个亿就会反转,2019年10月16日,0,688001,量 突破 一个亿 会 反转
7942,5606,估计下午秒杀涨停？！,2020年1月10日,0,688001,估计 下午 秒杀 涨停
7943,6656,科创板表现亮眼 原因及应对操作今日指数低开后小幅振荡，沪指弱势，创业板稍强。沪指分时看，黄线在上，中小盘股活跃。盘面上，科创板个股今日表现亮眼，一方面和主板、中小创形成跷跷板，一方面是超跌反弹，龙头华,2019年12月10日,2,688001,科创板 表现 亮眼 原因 应对 操作 今日 指数 低开 小幅 振荡 沪 指 弱势 创业板 稍强 沪 指分 时 黄线 中 小盘股 活跃 盘面 科创板 个股 今日 表现 亮眼 主板 中小 创 形成 跷跷板 超跌 反弹 龙头 华
7944,11391,"符合各方利益,取得双赢多赢共赢",2019年7月22日,2,688001,符合 各方 利益 取得 双赢 赢 共 赢
7945,12740,靠 今天工作忙 忘记申请了,2019年6月27日,2,688001,今天 工作 忙 忘记 申请
7946,1228,换手1%不到，股东人数减少，筹码都到哪去了，再跌10%建点仓,2021年2月2日,0,688001,换手 不到 股东 人数 减少 筹码 都 到哪去 跌 建点 仓
7947,4006,华兴源创(688001)融资融券信息(04-24),2020年4月25日,2,688001,融资 融券 信息
7948,1697,华兴源创(688001)融资融券信息(11-30),2020年12月1日,2,688001,融资 融券 信息
7949,9516,别说你74，你这20快都不会鸟的，你放心好了,2019年8月7日,0,688001,快 都 不会 鸟 放心好了
7950,10710,星期一全部20%涨停，你信吗？今年科创全部翻10倍，你信吗？我有信心。,2019年7月25日,0,688001,星期一 全部 涨停 信 今年 科创 全部 翻 倍 信 信心
7951,8528,营收匹配差强人意，小、中、大户、机构摔盘正常,2019年9月1日,0,688001,营收 匹配 差强人意 中 大户 机构 摔盘 正常
7952,298,我说跌停吧，快了,2021年8月25日,0,688001,说 跌停 快
7953,5541,这公司还能重组吗？怎么一点消息都没有？,2020年1月15日,0,688001,公司 重组 一点 消息 都 没有
7954,4658,华兴源创(688001)融资融券信息(03-04),2020年3月5日,2,688001,融资 融券 信息
7955,8886,科创板整体高估80%，也就跌个80%就到位了，沉住气。,2019年8月21日,0,688001,科创板 整体 高估 跌个 到位 沉住气
7956,6430,下午见证第三板！,2019年12月11日,2,688001,下午 见证 第三 板
7957,8342,鸣金收鼓[大笑],2019年9月10日,2,688001,鸣金 收鼓 大笑
7958,11988,中第一个科创板股票具有划时代的意义,2019年7月1日,2,688001,中 第一个 科创板 股票 具有 划时代 意义
7959,12152,华兴源创第一天的价格可以根据新股上涨幅度和不设涨跌幅来进行判断。首先，新股上市一般上涨一倍以上，按照华兴发行价24元进行计算，上涨一倍价格在48元附近；其次...,2019年6月30日,0,688001,第一天 价格 新股 上涨幅度 不设 涨跌幅 进行 判断 新股 上市 上涨 一倍 华兴 发行价 元 进行 计算 上涨 一倍 价格 元 附近
7960,2190,死踏马的！,2020年9月9日,0,688001,死踏马
7961,1006,华兴源创：融资净买入70.36万元，融资余额5650.15万元（04-09）,2021年4月10日,2,688001,融资 净 买入 万元 融资 余额 万元
7962,1790,华兴源创：融资净偿还90.62万元，融资余额7432.35万元（11-12）,2020年11月13日,2,688001,融资 净 偿还 万元 融资 余额 万元
7963,11626,上交所公布科创板首批上市公告 科创板“前三股”领衔,2019年7月16日,0,688001,上交所 公布 科创板 首批 上市 公告 科创板 前 三股 领衔
7964,3229,华兴源创获证监会批复:同意发行股份购买资产并募集配资,2020年6月14日,2,688001,获 证监会 批复 同意 发行 股份 购买 资产 募集 配资
7965,9440,倒数第一,2019年8月8日,0,688001,倒数 第一
7966,7865,苹果手机检测设备，和华为手机有合作关系，〇LED未来十年大牛市行情，上市后又在成,2019年10月16日,2,688001,苹果 手机 检测 设备 华为 手机 合作 关系 未来 十年 大牛市 行情 上市 成
7967,6991,欢迎贾跃亭式收购,2019年12月8日,2,688001,欢迎 贾跃亭式 收购
7968,3395,6-3容诚会计师关于苏州华兴源创科技股份有限公司发行股份购买资产并募集配套资金审核意见回复的专项核查意见(苏州华兴源创科技股份有限公司),2020年6月4日,0,688001,容诚 会计师 苏州 科技股份 有限公司 发行 股份 购买 资产 募集 配套 资金 审核 意见 回复 专项 核查 意见 苏州 科技股份 有限公司
7969,3088,按计划去执行,2020年6月19日,2,688001,按计划 执行
7970,9123,今天这走势横着，下午会忽然猛拉一下吗,2019年8月14日,0,688001,今天 走势 横着 下午 会 忽然 猛拉 一下
7971,12202,36314 15，感谢妹妹。,2019年6月29日,2,688001,感谢 妹妹
7972,2202,688001:华兴源创2020年第二次临时股东大会会议资料,2020年9月4日,1,688001,年 第二次 临时 股东大会 会议 资料
7973,9286,转战中粮糖业,2019年8月11日,2,688001,转战 中粮 糖业
7974,2930,跑,2020年6月29日,2,688001,跑
7975,9714,暴炒过后小心价值回归,2019年8月6日,2,688001,暴 炒 过后 小心 价值回归
7976,6374,华兴,2019年12月11日,0,688001,华兴
7977,12665,0.06%！科创板第一股中签率揭晓 276万投资者打新 全员参与（附打新日程）,2019年7月2日,2,688001,科创板 第一股 中签率 揭晓 万 投资者 打新 全员 参与 附打 新 日程
7978,10078,手法太凶悍了，这么小的水塘，居然敢在里面翻江倒海，胆太肥，佩服！,2019年8月1日,0,688001,手法 太 凶悍 水塘 居然 敢 里面 翻江倒海 胆太肥 佩服
7979,9683,今天又来这招来套人，下午集体跳水闷杀，今天千万别追。,2019年8月7日,2,688001,今天 招来 套人 下午 集体 跳水 闷 杀 今天 千万别 追
7980,12839,留个脚印[献花],2019年6月27日,2,688001,留个 脚印 献花
7981,12442,多家基金入围科创板第一股网下申购！科创板主题基金“一基难求”？,2019年6月28日,0,688001,多家 基金 入围 科创板 第一股 网 申购 科创板 主题 基金 一基 难求
7982,3452,利好出尽，接下来不用明说了吧,2020年5月31日,2,688001,利好出尽 接下来 不用 明说
7983,241,为什么最近一直跌？因为整个科创板都在调整，而华兴又调整在板块之前。那啥时候可以涨,2021年9月2日,0,688001,最近 一直 跌 整个 科创板 都 调整 华兴 调整 板块 之前 啥时候 涨
7984,5315,$东方通(SZ300379)$锁仓东方通[鼓掌],2020年1月21日,2,688001,东方 通 锁仓 东方 通 鼓掌
7985,4674,华兴源创：融资净买入96.92万元，融资余额1.14亿元（03-03）,2020年3月4日,2,688001,融资 净 买入 万元 融资 余额 亿元
7986,7501,给个目标30,2019年11月8日,2,688001,目标
7987,9392,钴钴这边今天分化剧烈，后面风险大于机会，更适合短线冲高出局。,2019年8月8日,0,688001,钴 钴 今天 分化 剧烈 后面 风险 大于 机会 更 适合 短线 冲高 出局
7988,11394,看戏……哈哈,2019年7月22日,2,688001,戏
7989,5835,韭菜遍体鳞伤了,2019年12月26日,0,688001,韭菜 遍体鳞伤
7990,236,终于一口气回到起涨前的位置了，好样的垃圾！,2021年8月31日,0,688001,终于 一口气 回到 起涨 前 位置 好样 垃圾
7991,6230,未来半年趋势已确立？,2019年12月13日,0,688001,未来 半年 趋势 确立
7992,6275,兄弟们妙稀土龙头德宏股份,2019年12月12日,2,688001,兄弟 妙 稀土 龙头 德宏 股份
7993,13381,苏州华兴源创科技股份有限公司会计师回复意见,2019年4月30日,1,688001,苏州 科技股份 有限公司 会计师 回复 意见
7994,3636,击穿35，力度够好,2020年5月26日,2,688001,击穿 力度 够
7995,7027,会有一波反弹，但还没到反转的时候，还需等待。,2019年12月7日,2,688001,会有 一波 反弹 没到 反转 时候 需 等待
7996,575,明天出公告，连板可期。,2021年7月22日,0,688001,明天 出 公告 连板 可期
7997,7407,很精彩，我等着吧……,2019年11月12日,2,688001,精彩
7998,11440,不翻10倍对不起捧场的大散们。,2019年7月22日,0,688001,不翻 倍 对不起 捧场 大散们
7999,4804,抛了吗？,2020年2月26日,0,688001,抛
8000,4913,这比没搞头,2020年2月21日,0,688001,这比 没 搞头
8001,8604,华兴源创：融资净偿还70.8万元，融资余额7197.56万元（08-27）,2019年8月29日,2,688001,融资 净 偿还 万元 融资 余额 万元
8002,5694,华兴源创：融资净买入115.37万元，融资余额1.12亿元（01-03）,2020年1月6日,2,688001,融资 净 买入 万元 融资 余额 亿元
8003,10106,要涨停了,2019年8月1日,0,688001,涨停
8004,2425,请问公司重组募集配套资金啥时启动发行？,2020年7月28日,0,688001,请问 公司 重组 募集 配套 资金 时 启动 发行
8005,6336,见证华兴奇迹的时刻,2019年12月12日,2,688001,见证 华兴 奇迹 时刻
8006,1423,华兴源创：融资净买入10.51万元，融资余额6417.13万元（12-30）,2020年12月31日,2,688001,融资 净 买入 万元 融资 余额 万元
8007,11298,41买了400股，我就看明天能不能获利套现！,2019年7月22日,0,688001,买 明天 不能 获利 套现
8008,2982,割肉，啥玩意儿，过夜亏六个点。,2020年6月23日,0,688001,割肉 玩意儿 过夜 亏 六个 点
8009,5926,继续从严监管“三高类”“忽悠式”重组、恶意炒壳等，继续加大监管问询力度，必要时进,2019年12月20日,0,688001,继续 从严 监管 三高类 忽悠 式 重组 恶意 炒壳 继续 加大 监管 问询 力度 必要 时进
8010,2257,平均成本在45左右，50多上方一大片套牢盘，这个点卖啥子啊，那就是谁在打压？,2020年8月28日,0,688001,平均 成本 左右 上方 大片 套牢盘 点卖 啥子 打压
8011,7046,132亿总市值，流通市场才11.9亿，待解禁120.1亿，还要定增股份，到时候大,2019年12月7日,0,688001,亿总 市值 流通 市场 亿 解禁 亿 定增 股份 到时候
8012,13288,第一天最高90以上，以后每天走下坡到40,2019年6月19日,2,688001,第一天 最高 以后 每天 走下坡
8013,7334,拉不起来,2019年11月14日,0,688001,拉 起来
8014,7106,5块也买不起,2019年12月3日,0,688001,块 买不起
8015,6353,这种强势票符不符合你的选股要求啊？,2019年12月11日,0,688001,这种 强势 票符 符合 选股 要求
8016,537,兄弟们建仓纵横股份，，纵横股份，，纵横股份，，说三遍吃you了,2021年7月23日,2,688001,兄弟 建仓 说 三遍 吃
8017,2778,冲啊~冲啊~冲啊~,2020年7月6日,0,688001,冲 冲 冲
8018,918,今天又重回科创50第一了牛逼,2021年4月23日,2,688001,今天 重回 科创 第一 牛 逼
8019,9547,看来周五破百可期,2019年8月7日,0,688001,看来 周五 破百 期
8020,8764,科技依赖改不了的特征,2019年8月23日,0,688001,科技 依赖 改不了 特征
8021,11067,股市早已变相了，但今天变得更加离谱了。,2019年7月22日,0,688001,股市 早已 变相 今天 变得 更加 离谱
8022,2133,自从买了你，从来没有开心过，你是哪个后妈养的，别人涨你不涨，别人跌你这王八比谁都,2020年9月7日,0,688001,买 从来 没有 开心 后妈 养 涨 不涨 跌 王八 都
8023,7506,满仓干就可以了正业科技$华兴源创(SH688001)$$正业科技(SZ30041,2019年11月8日,2,688001,满仓 干 正业 科技 正业 科技
8024,11299,你把龙头丢了哦。,2019年7月22日,0,688001,龙头 丢
8025,13156,华兴源创开始网下路演了，下月将火热登场,2019年6月20日,2,688001,开始 网 路演 月 火热 登场
8026,4234,越套越深越迷惘,2020年4月1日,2,688001,越套 越深 越 迷惘
8027,6330,做空,2019年12月12日,2,688001,做空
8028,5772,华兴源创：连续4日融资净买入累计726.31万元（12-27）,2019年12月30日,2,688001,连续 日 融资 净 买入 累计 万元
8029,1558,我78元买的，不知道何时能解套,2020年12月11日,2,688001,元 买 知道 何时能 解套
8030,1663,买买买！,2020年11月30日,2,688001,买买 买
8031,11296,求大点儿个公司还能比京东方A强呀。疯狂涌入的资金。结果就是死的很惨。这可是倾家荡,2019年7月22日,0,688001,求大 点儿 公司 能比 京东方 强 疯狂 涌入 资金 死 很惨 倾家 荡
8032,3923,哎，见鬼了吧！早上一直看，不敢买入，结果拉升这么多，只能看看了。,2020年5月6日,0,688001,见鬼 早上 一直 不敢 买入 拉升 只能 看看
8033,11128,明天低开30%，今天买的没有人能幸免！,2019年7月22日,0,688001,明天 低开 今天 买 没有 人能 幸免
8034,7679,华兴源创：连续3日融资净买入累计273.05万元（10-30）,2019年10月31日,2,688001,连续 日 融资 净 买入 累计 万元
8035,3297,今天以后再没有50以下的价了！[大笑],2020年6月10日,0,688001,今天 以后 没有 以下 价 大笑
8036,12591,期待第二只科创板股票吧！,2019年6月28日,0,688001,期待 第二只 科创板 股票
8037,1047,华兴源创(688001)融资融券信息(03-31),2021年4月1日,2,688001,融资 融券 信息
8038,9449,两点左右有一波大跳水！,2019年8月8日,2,688001,两点 左右 一波 大跳水
8039,4140,软件坏了？没有人参与竞价？,2020年4月8日,0,688001,软件 坏 没有 参与 竞价
8040,10698,快，帮机构用力抬抬！,2019年7月25日,2,688001,快 帮 机构 用力 抬抬
8041,1065,涨没什么意义啊，不如跌到1块，更有潜力,2021年3月23日,0,688001,涨 没什么 意义 跌到 块 更 潜力
8042,1944,华兴源创：融资净买入53.9万元，融资余额6870.34万元（10-21）,2020年10月22日,2,688001,融资 净 买入 万元 融资 余额 万元
8043,9085,一会跌停,2019年8月15日,0,688001,一会 跌停
8044,6244,华兴源创(688001)融资融券信息(12-12),2019年12月13日,2,688001,融资 融券 信息
8045,1844,华兴源创盘前回顾(11-04),2020年11月5日,2,688001,盘前 回顾
8046,8740,对于科创板股票，大盘不稳定，正是那些大机构券商趁机融券发财的大好时机！最可怜的就,2019年8月26日,0,688001,科创板 股票 大盘 稳定 机构 券商 趁机 融券 发财 大好时机 可怜
8047,10810,每次下跌都是白给机会，好庄，,2019年7月24日,2,688001,每次 下跌 都 白 机会 好庄
8048,6452,688001两个涨停板激活科创板，今天没涨停，于是全体熄火，危矣,2019年12月11日,0,688001,两个 涨停板 激活 科创板 今天 没 涨停 全体 熄火 危矣
8049,3688,判断准确，今天开始逆市上涨，短期有望到50元,2020年5月20日,2,688001,判断 准确 今天 开始 逆市 上涨 短期 有望 元
8050,929,华兴源创预计明日收盘后（周四晚）披露年报,2021年4月20日,2,688001,预计 明日 收盘 周四 晚 披露 年报
8051,8339,股价不腰斩没有投资价值～,2019年9月10日,0,688001,股价 腰斩 没有 投资 价值
8052,6467,华兴源创涨超10% 此前连续两日涨停,2019年12月11日,1,688001,涨超 此前 连续 两日 涨停
8053,6051,今天54,2019年12月18日,2,688001,今天
8054,13176,公司时间长了就知道了,2019年6月20日,0,688001,公司 时间 长 知道
8055,3512,会停牌吗？,2020年5月27日,0,688001,会 停牌
8056,9617,加油棒棒哒,2019年8月7日,2,688001,加油 棒棒 哒
8057,9911,今天弄不好涨4个点，,2019年8月2日,0,688001,今天 弄不好 涨 个点
8058,1092,垃圾桶公司和董事长，上市排到一。把个指数每天往深沟带，,2021年3月10日,0,688001,垃圾桶 公司 董事长 上市 排到 指数 每天 深沟 带
8059,1165,布局开门红，牛年哪些板块值得关注,2021年2月18日,2,688001,布局 开门红 牛 年 板块 值得 关注
8060,4578,46-47元上下盘了多日了，一直在等重组新消息去、这次真的来了，此次目标位70！,2020年3月8日,2,688001,元 盘 多日 一直 重组 新 消息 真的 目标 位
8061,7602,等你破发,2019年11月5日,0,688001,破发
8062,9859,台湾半导体产业园项目落户江苏商业快报22小时前A新华日报消息，台湾半导体产业园项,2019年8月5日,2,688001,台湾 半导体 产业园 项目 落户 江苏 商业 快报 小时 前 新华日报 消息 台湾 半导体 产业园 项
8063,155,不得不服，也算服气,2021年9月7日,0,688001,不服 算 服气
8064,11517,好紧张,2019年7月21日,2,688001,紧张
8065,12155,恭喜你中签！华兴源创作为创业板第一股上市应该至少翻倍，中国股市有炒新的习惯。第一只作为先锋官，一定会被市场作为风向标。我个人觉得上市定价在65元附近差不多。当天...,2019年6月30日,0,688001,恭喜 中 签 创业板 第一股 上市 应该 至少 翻倍 中国 股市 炒 新 习惯 第一 先锋 官 一定 会 市场 风向标 个人 觉得 上市 定价 元 附近 差不多 当天
8066,1086,科创板成仙板子了，当时开通了，一直没买，看来是对的,2021年3月11日,2,688001,科创板 成仙 板子 当时 开通 一直 没买 看来
8067,9943,[鼓掌],2019年8月2日,2,688001,鼓掌
8068,12022,请问什么时候上市交易啊,2019年7月1日,0,688001,请问 时候 上市 交易
8069,376,华兴源创预计明日收盘后（周二晚）披露半年报,2021年8月16日,2,688001,预计 明日 收盘 周二 晚 披露 半年报
8070,1328,华兴源创本周融资净买入124.4万元，居专用设备板块第十七,2021年1月17日,2,688001,本周 融资 净 买入 万元 居 专用设备 板块 第十七
8071,4118,明日涨停,2020年4月14日,2,688001,明日 涨停
8072,6730,牛逼大了,2019年12月10日,2,688001,牛逼大
8073,2692,大嘴张开，即将吃肉[大笑],2020年7月9日,2,688001,大嘴 张开 即将 吃 肉 大笑
8074,4112,科创今天都在耍流氓，明后天大跌,2020年4月14日,0,688001,科创 今天 都 耍流氓 明后天 大跌
8075,6097,打爆融券卖出的，庄用点心,2019年12月16日,0,688001,打爆 融券 卖出 庄用 点心
8076,6579,688001:华兴源创股票交易异常波动公告,2019年12月10日,0,688001,股票交易 异常 波动 公告
8077,3059,此股庄托以美女为诱饵，小散要小心,2020年6月22日,0,688001,此股 庄托以 美女 诱饵 小散 小心
8078,6224,下跌没有底，能跑就是赢了,2019年12月13日,0,688001,下跌 没有 底 跑 赢
8079,4920,华兴源创：连续3日融资净偿还累计1526.51万元（02-20）,2020年2月21日,2,688001,连续 日 融资 净 偿还 累计 万元
8080,3897,昨天尾盘卖的，今天回补,2020年5月7日,2,688001,昨天 尾盘 卖 今天 回补
